"","PROBEID","ID","p.value","statistic","logFC","avgExpr","logFCSE","sampleSize","pFDR"
"LEF1","221558_s_at","LEF1",3.1945102325155e-12,10.4871111519137,0.947711316125001,3.27080931630303,0.0936835796382042,33,6.67173462060862e-08
"CCN3","214321_at","CCN3",7.81444806723945e-11,9.251806939266,1.22070731749265,3.56662875578788,0.136781785257327,33,8.16023739421479e-07
"PDE2A","204134_at","PDE2A",5.61796036252694e-09,7.70626458769408,0.986245965845588,3.42881223824242,0.132673627992561,33,3.91103673904584e-05
"APCDD1","225016_at","APCDD1",9.88732065604872e-09,7.50926533638405,0.815892123860294,2.93772136918182,0.112636350869752,33,5.16241729753944e-05
"GBP2","202748_at","GBP2",8.76157468836894e-08,-6.76129251260907,-0.614106222397057,2.97988737081818,0.0941579629362902,33,0.000365970974733171
"BMP4","211518_s_at","BMP4",1.17283800233213e-07,6.66257096909991,0.721234773102941,3.08990746039394,0.112222022300308,33,0.000408245361311775
"KCNJ5","238780_s_at","KCNJ5",2.20451654754204e-07,6.44976320161781,0.841645324643382,2.68280539427273,0.135278452507512,33,0.000585464647589916
"DACH1","205471_s_at","DACH1",2.41056239022729e-07,6.41971557519226,0.669030096621324,2.74957182139394,0.108037157566128,33,0.000585464647589916
"UGCG","221765_at","UGCG",2.52295036069392e-07,6.40439879166363,0.63360836247794,3.36178866781818,0.102561842692817,33,0.000585464647589916
"ASTN1","213197_at","ASTN1",4.03471263013101e-07,6.24685647174092,0.740805197117647,3.00142319072727,0.122937895453316,33,0.000746775431580289
"MERTK","211913_s_at","MERTK",4.12875362451465e-07,6.23913711989561,0.598424672261029,3.08600371318182,0.0994324731669331,33,0.000746775431580289
"DAGLB","226640_at","DAGLB",4.78542838266034e-07,-6.18971029301624,-0.223803994360294,2.92374621833333,0.0374835566368717,33,0.000746775431580289
"NFATC4","213345_at","NFATC4",5.08528756307111e-07,6.16936998359851,0.500551288080882,2.84639431809091,0.0841106615135958,33,0.000746775431580289
"FAM169A","235048_at","FAM169A",5.22353479188617e-07,6.16039514583402,0.693593345786765,3.16988537260606,0.11671848167208,33,0.000746775431580289
"WNT4","208606_s_at","WNT4",5.36348167282946e-07,6.15154995581473,0.968271214992648,2.58034806960606,0.163175798837809,33,0.000746775431580289
"SLC23A2","209236_at","SLC23A2",5.78035836806772e-07,6.12651458238852,0.381875758066178,3.51760870624242,0.0646177600972062,33,0.00075451740323184
"PXYLP1","226925_at","PXYLP1",8.15476877275818e-07,6.01152883281215,0.627121371878678,3.1584724809697,0.108145872431977,33,0.00100183732834738
"","238727_at",NA,NA,NA,NA,NA,NA,NA,NA
"ABR","212895_s_at","ABR",1.40058862774137e-06,5.8311245318997,0.463842049610294,3.23827688427273,0.0824633705785707,33,0.001548633996777
"ETV5","203348_s_at","ETV5",1.47518872622197e-06,5.81383197613425,0.416530007205883,3.20169178681818,0.0742723386718768,33,0.001548633996777
"KCNK3","235108_at","KCNK3",1.55291877170157e-06,5.79672260747028,0.58666621427941,3.51850431942424,0.104918444024394,33,0.001548633996777
"PCP4","205549_at","PCP4",1.55716130870563e-06,5.79581364327253,1.20437503338603,3.20124371169697,0.215422277294117,33,0.001548633996777
"WBP1L","202808_at","WBP1L",1.77027212583468e-06,5.75308496993813,0.253884754772059,3.6685318149697,0.0457487377843739,33,0.00167903193997457
"TXNRD1","201266_at","TXNRD1",1.84906557909576e-06,-5.7385812167516,-0.267299983819854,3.99254522327273,0.0482878291438327,33,0.00167903193997457
"CDH2","203440_at","CDH2",2.77296855696295e-06,5.60365885718142,1.01566269947427,3.05707243645455,0.187897540938308,33,0.00233713185668524
"PALS2","205429_s_at","PALS2",2.79762013009964e-06,-5.60071269729492,-0.522068703599264,2.42805308751515,0.0966334857942509,33,0.00233713185668524
"ABCB4","207819_s_at","ABCB4",4.54820408361376e-06,5.4389518415874,0.97302025642647,3.01565402712121,0.185459869378406,33,0.0036534323956259
"ACTR3C","223874_at","ACTR3C",4.99974978974419e-06,-5.4074391608376,-0.495483513066176,2.49349853863636,0.0949906474330896,33,0.00378777013848132
"EMB|EMBP1","226789_at","EMB|EMBP1",5.0781692064868e-06,-5.40225759860967,-0.797670249253676,2.97277770681818,0.153070459842988,33,0.00378777013848132
"ZNF711","228988_at","ZNF711",5.7115073108286e-06,5.36312226641463,0.869085729547795,3.35367466306061,0.167991845966895,33,0.00411327000643639
"AGTPBP1","204500_s_at","AGTPBP1",6.80150111574037e-06,-5.30494888220993,-0.380180264977941,2.81189200609091,0.0742936417137002,33,0.00473497836007459
"CACNB2","213714_at","CACNB2",7.29812279000778e-06,5.28146988050524,0.681268599750001,2.75615674863636,0.133723226393903,33,0.00491681595062298
"ISM1","235182_at","ISM1",7.60645091477357e-06,5.26768187550009,0.910092748588236,2.60756078136364,0.17910569538199,33,0.00492760624072759
"VSTM4","213381_at","VSTM4",7.78601895829593e-06,5.25990642143484,0.524939872643382,2.98295037781818,0.103460560119316,33,0.00492760624072759
"ERN1","227755_at","ERN1",8.13696139932054e-06,5.24521342900553,0.445563154433824,3.53115560872727,0.0880621708027056,33,0.00499824820072969
"AMOTL1","225450_at","AMOTL1",8.74953005938571e-06,5.22101911422341,0.325689949393382,2.88051764521212,0.0646684355939748,33,0.00522096957972201
"CCDC170","220581_at","CCDC170",1.17379921053598e-05,5.12301043044535,0.383456750617647,2.43905806557576,0.077595123578816,33,0.00680966569779001
"VSNL1","203797_at","VSNL1",1.35777571951301e-05,5.07439804857209,0.818733096867647,2.83263594960606,0.167263467946363,33,0.00751974532927684
"NTM","227566_at","NTM",1.38314090609941e-05,5.06821590148005,0.531399545632353,2.53114687333333,0.108694946477666,33,0.00751974532927684
"RELN","205923_at","RELN",1.40421387523005e-05,5.06316505398742,0.8744807878125,2.73698073,0.179048822325576,33,0.00751974532927684
"PLCL2","213309_at","PLCL2",1.50139718292187e-05,5.04080702966921,0.50421128555147,3.21512218533333,0.103694511806442,33,0.00783917004133083
"MIR30C2","231136_at","MIR30C2",1.60382636174041e-05,-5.01874908648171,-0.159647027632353,2.28823518557576,0.0329768094656026,33,0.00804126181713791
"SV2C","216086_at","SV2C",1.61710795460758e-05,5.01599206849761,0.59891831025,2.62422062972727,0.123781012552531,33,0.00804126181713791
"AMY1C|AMY1B|AMY2B|AMY1A|AMY2A","208498_s_at","AMY1C|AMY1B|AMY2B|AMY1A|AMY2A",1.73240520493479e-05,-4.99296296951195,-0.379663423,2.64034014039394,0.0788285785416122,33,0.00841425179187513
"AXIN2","222696_at","AXIN2",1.82748432636847e-05,4.97509059187995,0.439191666797794,2.8808817490303,0.0915158629878841,33,0.00867432049004671
"SEPTIN8","208999_at","SEPTIN8",1.900317806129e-05,4.96201409703843,0.236231592286764,3.23565141181818,0.0493541032103292,33,0.00881958608466759
"PDK4","225207_at","PDK4",1.9862687378568e-05,4.94720838326441,0.443890424360294,3.85879459654545,0.0930162558686456,33,0.00889804009239245
"ENOX2","204643_s_at","ENOX2",2.04159739931034e-05,-4.9380105993533,-0.300860227819852,2.78989610672727,0.0631620247773332,33,0.00889804009239245
"TAFA4","242348_at","TAFA4",2.04503674615675e-05,4.93744704705137,0.818579517816177,3.111636933,0.171870643969239,33,0.00889804009239245
"HFE","211331_x_at","HFE",2.20481935585684e-05,-4.91225285683997,-0.188478241819853,2.55180078609091,0.0397762456846,33,0.00939748005042247
"SEMA3G","219689_at","SEMA3G",2.58593447822392e-05,-4.85881059461676,-0.216502117500001,2.26811961763636,0.0461929246539819,33,0.0108014483155413
"KIF16B","232083_at","KIF16B",2.86536248881705e-05,4.82438264658391,0.514448766849264,2.98018807427273,0.110546161048422,33,0.0117339403095969
"FABP3","205738_s_at","FABP3",2.95458157531894e-05,-4.81408890039813,-0.764520876297794,3.01180533427273,0.164633618756484,33,0.0117757434612465
"PRKD3","222565_s_at","PRKD3",2.98833805815688e-05,4.81027437674191,0.473855834680148,3.04401952563636,0.102122083068285,33,0.0117757434612465
"ST3GAL5","203217_s_at","ST3GAL5",3.26961785570688e-05,4.78005612042933,0.413796487044117,3.92823971651515,0.0897422771638643,33,0.0126455497993404
"FGD4","227948_at","FGD4",3.59168411027059e-05,-4.74847043600608,-0.342251502018382,2.99092061348485,0.0747196632279491,33,0.0136386041169093
"MC2R","217434_at","MC2R",3.85769555565806e-05,4.72443026432997,0.673528374727942,2.72959663436364,0.147791594660431,33,0.0143871377999855
"LMTK2","226375_at","LMTK2",4.09828213296818e-05,-4.70406147649639,-0.237546741702206,2.9128748390303,0.0523503235845372,33,0.0150162495345685
"SLC22A17","218675_at","SLC22A17",4.33867437208569e-05,4.68485858588993,0.406644344172795,2.56503893109091,0.0899832203210074,33,0.0156229679760361
"CGNL1","225817_at","CGNL1",4.53263771335517e-05,4.67011700987977,0.685638290430147,3.08383108784848,0.152198573814862,33,0.0159661008349673
"PREX1","224909_s_at","PREX1",4.60055548492919e-05,-4.66510228449068,-0.4022335058125,3.11812052084849,0.0893841172418836,33,0.0159661008349673
"SIAH2","209339_at","SIAH2",4.66330931737135e-05,4.66053351211097,0.352474365492647,3.62902038306061,0.0784034518533247,33,0.0159661008349673
"SMYD2","212922_s_at","SMYD2",4.7399288942193e-05,4.65503700167716,0.292220098290441,3.56513530345455,0.0650774049502633,33,0.0159666798315758
"RNPC3","226975_at","RNPC3",4.91501126718881e-05,-4.64279983905833,-0.332760806768382,3.03486140927273,0.0743011420745073,33,0.0162936524309902
"UST","205139_s_at","UST",5.09105241176444e-05,4.6309227904022,0.4870071956875,3.26964717806061,0.109021240495907,33,0.0166135358780782
"TNFRSF19","227812_at","TNFRSF19",5.32392878118592e-05,4.61582029821106,0.465119932194852,2.42618658848485,0.104462241365906,33,0.0171061927069335
"OMA1","226019_at","OMA1",5.66622886282342e-05,-4.59476691220971,-0.226453265084559,3.06359803781818,0.0510926446752181,33,0.0176541583476701
"SHOC1","233504_at","SHOC1",5.73244418699286e-05,4.5908397689494,0.802739294525735,2.86681775990909,0.181269888982755,33,0.0176541583476701
"SLC17A5","221041_s_at","SLC17A5",5.74806209069459e-05,-4.58992002538681,-0.384166619323529,3.07291389548485,0.086767640720438,33,0.0176541583476701
"CHD7","218829_s_at","CHD7",5.89965077348603e-05,-4.58111905888509,-0.299549076393381,2.67421696812121,0.0677859500871259,33,0.0178571313629356
"DOC2B","236045_x_at","DOC2B",6.13820106014602e-05,4.56771178548802,0.616172907650735,2.83069355690909,0.139845078668253,33,0.0183137613058785
"SGPP2","226560_at","SGPP2",6.22971382318115e-05,-4.56270463252095,-0.719243935952207,2.74816501081818,0.163416962898785,33,0.0183250103094561
"APBB1IP","219994_at","APBB1IP",6.45645364353589e-05,-4.55060483993328,-0.159373853919119,2.19611806130303,0.036307072445349,33,0.0187281992146177
"P4HA1","207543_s_at","P4HA1",6.62203672040938e-05,4.54203085503137,0.26102295729044,3.672052473,0.0595760776735929,33,0.0188480399034477
"CALB2","205428_s_at","CALB2",6.6782616847265e-05,-4.53916756855372,-0.775769815257354,2.94294023463636,0.177173980901554,33,0.0188480399034477
"SMAGP","209679_s_at","SMAGP",6.9551509739322e-05,4.52540521601479,0.397346900014707,3.14584803933333,0.0910239415393422,33,0.0192006122612291
"SLC40A1","223044_at","SLC40A1",7.01618824796987e-05,-4.52244427232162,-0.352897970345589,3.81163535875758,0.0808945415404947,33,0.0192006122612291
"ZNF492","215532_x_at","ZNF492",7.07899039556926e-05,-4.51942413167195,-0.244349164904412,2.40726440984848,0.0560494093499209,33,0.0192006122612291
"RAB38","219412_at","RAB38",7.42620543629002e-05,4.50318955288139,0.561508842569853,3.55183057033333,0.129264613862522,33,0.0198841410944766
"STX3","209238_at","STX3",7.88620548619037e-05,-4.48279835360622,-0.339852051764705,3.22951694060606,0.0785930194012665,33,0.0206670141719716
"TRMT2B","205238_at","TRMT2B",7.91650052074564e-05,-4.48149690338602,-0.286489193036764,2.81069226875758,0.0662717478647949,33,0.0206670141719716
"CSDC2","209981_at","CSDC2",8.07446055231266e-05,-4.4747896535419,-0.798490770628677,2.58554916136364,0.184986722098911,33,0.0208030764401055
"CSGALNACT1","1569387_at","CSGALNACT1",8.16783465687648e-05,-4.47088542131914,-0.280281060327206,2.25681865366667,0.0649895445214991,33,0.0208030764401055
"TAX1BP3|P2RX5-TAX1BP3","215464_s_at","TAX1BP3|P2RX5-TAX1BP3",8.35107484309399e-05,-4.46334993741039,-0.269680784540441,3.23810566942424,0.0626372015545124,33,0.0210135178431347
"COL11A1","37892_at","COL11A1",8.59199462370811e-05,4.45368679164676,1.02508412701838,2.98008504687879,0.238606965956408,33,0.0210950931297067
"FRMD8","227964_at","FRMD8",8.66703756411546e-05,-4.45073136897076,-0.266170356908087,2.99415589678788,0.061997130066861,33,0.0210950931297067
"NRXN2","209983_s_at","NRXN2",8.6865118944447e-05,4.44996853189084,0.468194853367648,2.46300508984848,0.1090719247422,33,0.0210950931297067
"SLC29A1","201802_at","SLC29A1",8.97906763055728e-05,-4.43870723970952,-0.363140549029413,3.01731111745455,0.0848128243244144,33,0.0215549226970332
"DIMT1","217106_x_at","DIMT1",9.48197379666057e-05,-4.42016838484378,-0.189223215871324,3.50489267445455,0.0443791404672761,33,0.0225035253117336
"CBX4","206724_at","CBX4",0.000101566082659134,4.39676536935901,0.270400004680147,2.70380638354545,0.0637553575762906,33,0.0233593120826054
"ARHGAP12","207606_s_at","ARHGAP12",0.000101785200801227,4.39603118213611,0.274415177577207,3.24950086169697,0.0647128676223779,33,0.0233593120826054
"PRLR","206346_at","PRLR",0.000102873575373315,-4.39240733553127,-0.487657318661765,2.46082302266667,0.115094725030032,33,0.0233593120826054
"TCF7","205254_x_at","TCF7",0.000102899531319114,4.39232137439393,0.190951504900735,2.15530028075758,0.0450684122364345,33,0.0233593120826054
"SEPHS1","208939_at","SEPHS1",0.000104139858235127,4.38823833940807,0.214491295349264,3.40106373884848,0.0506713816125585,33,0.0233866767660282
"ZRANB1","225138_at","ZRANB1",0.000106397118377006,4.38092902589878,0.20848913661397,3.26202048218182,0.0493356091639209,33,0.0235596449262207
"APOOL","222269_at","APOOL",0.000107166208666074,-4.3784734364921,-0.210489455459558,2.45579976590909,0.0498368869957615,33,0.0235596449262207
"NETO2","218888_s_at","NETO2",0.000108526418599131,4.37417266124507,0.405784880191178,3.62879763360606,0.0961707981637104,33,0.0236101484629463
"C1GALT1C1","219283_at","C1GALT1C1",0.000112050853289669,-4.36327111624037,-0.242651531507354,3.32461972351515,0.0576519656285594,33,0.0240202695555273
"DZIP1","204556_s_at","DZIP1",0.000112711822668981,4.3612642856521,0.433627264356617,2.68216661118182,0.103073602951107,33,0.0240202695555273
"FRK","235924_at","FRK",0.000115894978342215,4.35175898293565,0.301544220790441,2.71824148478788,0.0718339017709425,33,0.0244491578048198
"P2RX5-TAX1BP3|TAX1BP3","209154_at","P2RX5-TAX1BP3|TAX1BP3",0.000117589968029361,-4.34680182634238,-0.228779124066176,3.98837129172727,0.0545619437435101,33,0.024558664822932
"EP400","212375_at","EP400",0.000121211633661732,4.33644136498531,0.234370320518383,3.20105899590909,0.0560289413833451,33,0.0250644056339136
"PRUNE2","212806_at","PRUNE2",0.000123071360373285,-4.33123900319739,-0.436049115301471,2.54531807769697,0.104367803100073,33,0.0251994643274124
"RHOU","223169_s_at","RHOU",0.000125385131711615,4.32487339390629,0.514409283051471,3.04291642169697,0.123304430097758,33,0.0254239657844376
"MAML3","242794_at","MAML3",0.000128595752182746,4.31622915701004,0.37890316080147,2.81923244675758,0.0910053691088988,33,0.0258242527340063
"TNS3","217853_at","TNS3",0.000133570824961902,-4.30324480781798,-0.369859608540442,3.63125098745455,0.0891013191239199,33,0.0264076047853623
"HECTD2","238803_at","HECTD2",0.000134029499987953,4.30207175695608,0.224910644507353,2.45505238266667,0.0541970491848114,33,0.0264076047853623
"FAM171A1","212771_at","FAM171A1",0.000143631838913852,4.2783796648701,0.469950958235294,3.47653323218182,0.113871882287497,33,0.0279513446113858
"TSC22D2","240557_at","TSC22D2",0.000144937607066075,4.27527880735015,0.229244574132353,2.69114997945455,0.0555875975809482,33,0.0279513446113858
"IRAK4","219618_at","IRAK4",0.000145879653466175,-4.27305869041947,-0.2273768465,2.60503226651515,0.0551633538171778,33,0.0279513446113858
"GPRC5A","203108_at","GPRC5A",0.000147388842345286,-4.26953118034279,-0.646770119224264,2.59003808493939,0.157040995340702,33,0.0279837815671028
"H1-10","204805_s_at","H1-10",0.000152987124447421,4.2567488802473,0.240373992091912,3.66129666266667,0.0585400012290442,33,0.0287850098566161
"GBP1P1|GBP1","202269_x_at","GBP1P1|GBP1",0.00015476916271045,-4.25277629450872,-0.372792821496323,2.93884404260606,0.0908737152535512,33,0.0288603032429263
"TEC","206301_at","TEC",0.000165449076454683,4.22987031641065,0.223512215970588,2.22836446721212,0.0547794280160455,33,0.0303557193329012
"KAZN","229144_at","KAZN",0.000165771399362383,4.22920179902435,0.382320430904411,3.05960258087879,0.0937157057672655,33,0.0303557193329012
"SYNE1","209447_at","SYNE1",0.000167149041095697,4.22635879259866,0.351527388808823,3.01174220821212,0.0862255724547332,33,0.0303557193329012
"NKD1","229613_at","NKD1",0.000174935813953366,4.21070947805297,0.451389043533089,2.38755287863636,0.1111319709959,33,0.0314091773654559
"PDE5A","227088_at","PDE5A",0.000175957565322401,4.20870695912327,0.391652666238972,2.66824017236364,0.096470755757303,33,0.0314091773654559
"RRAD","204803_s_at","RRAD",0.000178266700887676,-4.20422301812874,-0.498393332430147,2.4324824989697,0.122893739499799,33,0.0315516953223653
"GFRA2","205721_at","GFRA2",0.000180071788731264,4.20075735624429,0.3649204655,2.25195712621212,0.0900562596126092,33,0.0316033555264912
"ZNF385B","1555800_at","ZNF385B",0.000184390287998982,-4.19260246612798,-0.404967442264706,2.2193232890303,0.100133571161826,33,0.031727334959802
"PLA2G4C","209785_s_at","PLA2G4C",0.000185102623380168,-4.19127534464631,-0.384211199485293,3.24047650269697,0.095031395972609,33,0.031727334959802
"TNPO3","212317_at","TNPO3",0.000185335641134587,-4.1908423063739,-0.190353939224265,3.18489851660606,0.0470873045598749,33,0.031727334959802
"TDRD9","228285_at","TDRD9",0.000192550583020582,-4.17769178628869,-0.406256541235296,2.54773203324242,0.100810844273292,33,0.0325612987007397
"LYN","210754_s_at","LYN",0.000194193498560644,-4.17476487661984,-0.290159038841912,2.90384507781818,0.0720522196758289,33,0.0325612987007397
"SMS","202043_s_at","SMS",0.000194884478697269,4.17354111843797,0.256812900610295,3.88218949248485,0.0637904140292599,33,0.0325612987007397
"CPN2","216223_at","CPN2",0.000199850816336139,4.1648686691444,0.580286659220588,2.5474195829697,0.144439027727926,33,0.03312606586651
"GATM","203178_at","GATM",0.000209016976194044,-4.14940306911898,-0.558555747374999,3.05314910581818,0.139548181864188,33,0.0342860325848806
"FZD7","203706_s_at","FZD7",0.000211953829273314,4.14458822724949,0.353918958312499,2.69188805630303,0.088524955974906,33,0.0342860325848806
"PIK3IP1","221756_at","PIK3IP1",0.000212493009268482,-4.14371137266303,-0.443598880136029,3.04424864909091,0.110979873449158,33,0.0342860325848806
"KLHL4","214591_at","KLHL4",0.000213415572709336,-4.14221607539261,-0.603005454378676,2.5574938149697,0.150914779035272,33,0.0342860325848806
"ANXA1","201012_at","ANXA1",0.000215556139057275,-4.13877088253865,-0.575172845095587,3.528493097,0.144068910031962,33,0.0343655722458869
"BUB3","201458_s_at","BUB3",0.000217742444183276,4.13528650243481,0.238427255536764,3.79783586481818,0.0597714205216371,33,0.034451143536119
"AKR1E2","223856_at","AKR1E2",0.000225770335113823,-4.12277969443603,-0.208914716235295,2.47125422839394,0.0525317884216092,33,0.035296358586946
"METTL26","1554466_a_at","METTL26",0.000226651038418503,4.12143423775903,0.236586934621324,3.12367029027273,0.0595094126943667,33,0.035296358586946
"ETV1","221911_at","ETV1",0.000234508006985649,4.10965275553964,0.521214625397059,3.28240292624242,0.131478501994022,33,0.035296358586946
"TGFB2|TGFB2-OT1","228121_at","TGFB2|TGFB2-OT1",0.000235274865868454,4.10852363262831,0.441883234231618,2.63801697069697,0.111497470820253,33,0.035296358586946
"SAMD9","219691_at","SAMD9",0.000236172480747123,-4.10720655283325,-0.2799606701875,2.63527357675758,0.0706632750157936,33,0.035296358586946
"SEMA6D","233801_s_at","SEMA6D",0.000241466954106918,4.09953623051869,0.222632406143382,2.19841453390909,0.0562985141017787,33,0.035296358586946
"IGSF5","243027_at","IGSF5",0.000241708728681984,4.09918990469854,0.439137535705883,2.55114550187879,0.11105696567083,33,0.035296358586946
"SHMT2","214096_s_at","SHMT2",0.000244221626471807,4.09561029180829,0.267609795426471,3.75294270633333,0.0677371097318146,33,0.035296358586946
"LAMA2","205116_at","LAMA2",0.000247079004031902,4.09158351234779,0.414567237871323,2.66757239690909,0.105038095701141,33,0.035296358586946
"SV2A","203069_at","SV2A",0.000247782979861211,4.09059842785514,0.575695548441177,2.67794934054545,0.145897988950641,33,0.035296358586946
"SLC9A7","214860_at","SLC9A7",0.000248310988282588,-4.08986137331246,-0.12782407413603,2.11054878684848,0.0324001745130531,33,0.035296358586946
"GBGT1","231780_at","GBGT1",0.000248731816288577,-4.08927503102614,-0.384637623900736,2.74761465157576,0.0975099028753573,33,0.035296358586946
"ARL3","202641_at","ARL3",0.00024903202986552,4.08885733461477,0.215825730830883,3.57628228912121,0.0547198053601792,33,0.035296358586946
"NR4A3","216979_at","NR4A3",0.000251403176405125,4.08557549691211,0.255204430775735,2.438485245,0.0647557371363288,33,0.035296358586946
"PHF20L1","231967_at","PHF20L1",0.000251700291610889,4.08516640539111,0.209006712150737,2.71994929087879,0.0530388089799206,33,0.035296358586946
"COL26A1","229080_at","COL26A1",0.000253200080379352,4.08310856483844,0.334125215202206,2.18819177942424,0.0848323710268276,33,0.035296358586946
"HCP5","206082_at","HCP5",0.000254203730143794,-4.08173812103851,-0.532093370966913,2.64402611818182,0.135140646522793,33,0.035296358586946
"FBXO31","224162_s_at","FBXO31",0.00025487413044064,4.08082566232475,0.200276966852941,3.16554961442424,0.0508775565116733,33,0.035296358586946
"G0S2","213524_s_at","G0S2",0.000255195123132815,-4.08038960133057,-0.714419677227941,3.01391091569697,0.181507701480623,33,0.035296358586946
"MED18","221650_s_at","MED18",0.00025978040046404,-4.07421852299062,-0.158926412753676,2.40006732548485,0.0404385005107169,33,0.0353831532095369
"CLIC2","213415_at","CLIC2",0.000259927106977223,-4.07402284260465,-0.400776863213236,2.70089106930303,0.101981750801611,33,0.0353831532095369
"SCAND1","231059_x_at","SCAND1",0.000260905223570442,4.07272096416743,0.158163633974264,3.46817616112121,0.0402592110728058,33,0.0353831532095369
"CACNA1C","211592_s_at","CACNA1C",0.000262931888827975,4.07003858989201,0.284448506830883,2.31151142015152,0.0724516720804981,33,0.0354279516011113
"WDR44","219297_at","WDR44",0.000274491004978481,-4.0551158733569,-0.202140484389707,2.68640506781818,0.0516765265788733,33,0.0367483630703563
"GNL3L","46947_at","GNL3L",0.000286493083500352,-4.04025800489835,-0.175061977628676,2.44228399166667,0.044918579355092,33,0.0380535662514944
"IL6R-AS1","1562747_at","IL6R-AS1",0.000287884293403693,-4.03857528615063,-0.142065340933824,2.05887255524242,0.0364672686167874,33,0.0380535662514944
"CTHRC1","225681_at","CTHRC1",0.000298083694454645,4.02647615464647,0.539091506147059,3.21736239769697,0.138797178946665,33,0.0389744973548229
"MRPL43","230027_s_at","MRPL43",0.000298583652227515,4.02589352815114,0.2088954991875,3.21883194672727,0.0537910571254861,33,0.0389744973548229
"LINC00540","1561367_a_at","LINC00540",0.000301113249257997,4.02296019629932,0.3478117360625,2.55410441175758,0.0896276022052198,33,0.0390605603152377
"CTNNB1","223679_at","CTNNB1",0.000307842365386725,4.0152727741152,0.353179045040441,3.23130599048485,0.0911849481214955,33,0.0394326216142714
"PPM1L","229506_at","PPM1L",0.000308022700139355,-4.01506902414504,-0.320528848235294,2.60059617918182,0.0827594105355128,33,0.0394326216142714
"TNPO2","226428_at","TNPO2",0.000309645676070889,4.01324054258447,0.157502161235294,3.130762531,0.0406850269543922,33,0.0394326216142714
"ZNF496","225335_at","ZNF496",0.000314417549856415,4.00791817779983,0.248821488382353,2.70623175624242,0.064359449141454,33,0.0397976395681893
"DOT1L","226201_at","DOT1L",0.000317857449152525,4.00413016517217,0.213366550305147,2.72128691248485,0.0552409870680409,33,0.0398131031514039
"IGSF11","228375_at","IGSF11",0.000318703540591684,-4.00320458669385,-0.435763512422794,2.31449094751515,0.112846049176476,33,0.0398131031514039
"DAAM2","212793_at","DAAM2",0.000320258622429296,4.00150965297258,0.556409482856618,2.87307824657576,0.144149763966722,33,0.0398131031514039
"PSD4","215923_s_at","PSD4",0.000323342962961376,-3.99817158253692,-0.213427664294117,2.54827583436364,0.0553391603000835,33,0.0398180020850894
"COL18A1","209081_s_at","COL18A1",0.000324111101482653,3.99734509097703,0.420569831422795,3.54586598969697,0.109071115624586,33,0.0398180020850894
"NPAS2","213462_at","NPAS2",0.00033739124691579,3.98335068198101,0.409158285533089,2.88460143766667,0.106484424864272,33,0.0408263438991233
"FARP1","201911_s_at","FARP1",0.000345241819640718,3.97532867997771,0.52232235779044,3.30129185857576,0.136209956916224,33,0.0408263438991233
"KIF5B","224662_at","KIF5B",0.000347849370055997,3.97270354130126,0.160351802849265,3.85546702675758,0.041843785876307,33,0.0408263438991233
"CFLAR","211862_x_at","CFLAR",0.000348985285548001,-3.97156596466956,-0.179709928783088,2.96681350421212,0.046908719005839,33,0.0408263438991233
"HLA-E","200905_x_at","HLA-E",0.000349549912654048,-3.97100185578788,-0.251417532378676,3.95985128469697,0.0656354928977586,33,0.0408263438991233
"SEMA4G","219194_at","SEMA4G",0.000351603628077138,3.96895749851693,0.330681374750001,2.61138043248485,0.0863727142831312,33,0.0408263438991233
"TRPM3","239291_at","TRPM3",0.000351995777520364,3.96856846141115,0.202803284312499,2.17550506987879,0.0529766373951119,33,0.0408263438991233
"TUBB8|TUBB8B|TUBB8P7|TUBBP5","222361_at","TUBB8|TUBB8B|TUBB8P7|TUBBP5",0.000352787215772144,3.96778459109706,0.425066130022058,2.63099103254545,0.111058472526392,33,0.0408263438991233
"ZBED10P","227598_at","ZBED10P",0.000354113795811713,-3.96647453716954,-0.525052365202206,2.7568321349697,0.137227524804644,33,0.0408263438991233
"ITGA9","227297_at","ITGA9",0.000354697487053047,3.96589963394411,0.427862474871324,3.56454645539394,0.111842215415726,33,0.0408263438991233
"SPSB1","219677_at","SPSB1",0.000355345633538004,-3.965262326689,-0.262461118062499,2.65060354842424,0.0686177276984735,33,0.0408263438991233
"DAB2","201279_s_at","DAB2",0.000357277756213692,3.96336922467232,0.380723651768383,3.886901616,0.0995837797446097,33,0.0408263438991233
"GADD45GIP1","212891_s_at","GADD45GIP1",0.000357731430861363,3.96292616071541,0.168964847375,3.21236575475758,0.0442001416757454,33,0.0408263438991233
"ESD","215095_at","ESD",0.000362141459702883,3.9586476197859,0.207874974022058,2.69648142945455,0.0544375592191544,33,0.0410429701351675
"LACTB2","222714_s_at","LACTB2",0.000363559946133875,-3.95728222683698,-0.27046416408456,3.20487551751515,0.0708526318775317,33,0.0410429701351675
"KLHL21","203068_at","KLHL21",0.000372185657038935,-3.94908962327766,-0.295776341591912,3.15843764954545,0.0776443259993167,33,0.0417908464906352
"SBSPON","235210_s_at","SBSPON",0.00037550706328065,3.94598428794645,0.583423362588235,2.56085066621212,0.153275148588151,33,0.041938315596879
"SERINC5","212812_at","SERINC5",0.000377957575768486,3.94371031864725,0.374082129422795,3.86069296157576,0.0983343465934414,33,0.0419874679251321
"CALN1","230698_at","CALN1",0.000393454526134317,3.92965443122648,0.719918596772059,2.63851785978788,0.189920704676266,33,0.0434777660228318
