"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FRMD4B",252.023278168706,-0.678483551152239,0.224647199644623,-3.02021815640505,0.00252592675524159,0.0231780257773475
"SLC41A3",7988.48827267381,-0.789258364001259,0.21905019243781,-3.60309368011779,0.000314452133714175,0.00498096794399379
"ROPN1B",51.9342992141608,1.12024798549873,0.283828548890132,3.94691791886082,7.91636812151263e-05,0.00172509426197635
"PLXNA1",2939.15289176863,0.371482980892989,0.208452046731394,1.78210282277378,0.0747324655850041,0.233142522160251
"ATP6V1A",4542.87520459992,-0.127913005622772,0.119800627708977,-1.06771565449141,0.285648794769689,0.527284340036185
"ABTB1",1062.76396318306,0.0548736275692348,0.166911226416464,0.328759357578012,0.742337584894818,0.872639087677694
"PODXL2",1141.71399183644,-0.101899483418002,0.262104850432732,-0.388773741690653,0.697443526850519,0.847526646879433
"CSPG5",22.5700911095157,0.416744325084728,0.302626729854591,1.377090269868,0.168484340612124,0.384462445857589
"KLHL18",772.453428097578,0.408415377782557,0.116658970759312,3.50093417697974,0.00046363034076107,0.00666972220515847
"SCAP",10291.843672289,0.0589048344032304,0.20730807171664,0.284141538317644,0.776301915265004,0.890918634712804
"EFCC1",45.985483055949,-0.207138482381944,0.261978555939728,-0.79066960896448,0.429136815074133,0.661744709383863
"CFAP92",23.7352665635808,0.297123347659221,0.159540956785185,1.86236408284353,0.0625517882641434,0.207883522657338
"NEK11",437.218356644484,0.181158185207447,0.199186910268434,0.90948840445042,0.363092375842931,0.604920455759593
"MRPL3",2268.56756476158,0.0496046886600094,0.100535233823373,0.493406010744036,0.621725736127137,0.80055715745924
"PLSCR4",1648.76602401759,0.108304081366378,0.218379124352732,0.495945213112232,0.619933065519838,0.799204380908019
"HEMK1",821.460849755203,0.115615818628865,0.128148101107266,0.902204696206066,0.366948140612206,0.608432737318242
"CISH",991.036874762069,-1.67070232082669,0.408738954448472,-4.08745558171973,4.36130144334592e-05,0.00109464212424466
"MAPKAPK3",3607.27271692529,-1.03278634508231,0.186969774793695,-5.52381445729344,3.31717769735342e-08,2.96222461142315e-06
"ACVR2B",766.673865849418,-0.345455175650042,0.18069228853293,-1.91184238383856,0.0558964136048827,0.19353557770802
"WDR48",1428.94418446183,0.208483298947554,0.108949192347955,1.91358278528319,0.0556734863853886,0.193143090254779
"COMMD2",922.599356282486,0.143596061860711,0.119830365918665,1.19832782583821,0.230789417955625,0.46608638474813
"GORASP1",1226.74586942008,-0.0678970311824062,0.0960886491073817,-0.706608239507347,0.47980996715439,0.701998780166068
"PEX5L",24.2772533176083,-1.70162603850805,0.353596173965039,-4.81234290356404,1.4917112107747e-06,7.15640614045983e-05
"RRP9",1224.56085386564,0.310799156228318,0.123945143854696,2.50755412081877,0.01215699628766,0.0693250380844235
"ABCC5",2000.44736632357,0.527673588973282,0.146674733283228,3.59757660478814,0.000321195912489379,0.005057925381936
"AADAC",674.791715763743,-0.0625385743070571,0.609707038100843,-0.102571514512702,0.918303051691925,0.964267969976818
"ABHD14B",3322.09294631844,-0.472860077332437,0.191851196237811,-2.46472311148011,0.0137119166606577,0.0754171644987043
"EIF1B",2279.04836663559,0.0922125282061273,0.12164063820354,0.758073367321775,0.448407062396067,0.676892055404229
"ABHD14A-ACY1",3.79801589921827,1.15926710479969,0.280863680606527,4.12750805763223,3.6671558590817e-05,0.000951049487447399
"ARHGEF26",72.6461358070411,0.219967942975938,0.297388986044375,0.739664053809699,0.459503864613904,0.685899715969735
"KLHL24",2173.48978343415,-0.0969068128093743,0.166999013974459,-0.580283742418953,0.561723289037908,0.761213043270089
"PLCH1",10.194859884811,-0.804583961152586,0.406856567159113,-1.97756169150867,0.0479781745162468,0.175837423029204
"VIPR1",27.9738364851208,-0.800722788554128,0.334660991958977,-2.39263854405918,0.0167277113551132,0.0867078367143449
"DNAH1",661.460732642394,-0.292747198337829,0.227754565907439,-1.28536258832591,0.198665608203981,0.426039282239946
"SSR3",5322.800651286,0.168975024558599,0.150943756399053,1.11945686651574,0.262945282461116,0.502513035010301
"ZBTB47",854.535964276333,-0.170691911491839,0.179968345812035,-0.948455189281539,0.342897774875292,0.585158724832584
"TNNC1",28.8498709616246,2.41638338417,0.365748349618037,6.60668294660388,3.93026503206633e-11,9.58594641523292e-09
"NKTR",2414.44529291226,0.172473686725317,0.152686767893311,1.12959157564873,0.258648362414284,0.497758313792987
"CLCN2",591.183446561762,0.561544397073348,0.255590509511544,2.19704713663473,0.0280170799461725,0.122442035475333
"FOXP1",968.965835800479,-0.618713358358861,0.198138756798561,-3.1226266297203,0.00179244979135295,0.0181235959757969
"EIF4G1",16959.5874683315,-0.0794267231294868,0.106758198764992,-0.743987104019333,0.456884276956896,0.683429265992484
"SPCS1",4274.80020017972,0.170468901567401,0.105786788034062,1.6114384861795,0.107084184526411,0.29049471725279
"NEK4",508.099405408478,0.153675196720447,0.141188205027516,1.08844217327147,0.276399951794464,0.516669575049824
"SLC4A3",1817.30627713985,1.4452107442168,0.368150859600757,3.92559383341943,8.65160354233725e-05,0.00185323114230813
"INO80D",639.48117659322,0.0637324030244838,0.0888340886919089,0.717431832339927,0.473107683930369,0.696537812609861
"EEF1B2",7788.00448025884,-0.281160180731494,0.141304932613715,-1.98974073679438,0.0466195027344525,0.17246031398269
"ADAM23",953.342732913213,-0.911632237903335,0.329582934758746,-2.76601772045827,0.00567454511639646,0.040670119114846
"DGUOK",1358.4410351387,0.0700078957437894,0.139879157832029,0.50048839890684,0.616731222810455,0.79726409208678
"MOB1A",3978.06188997253,-0.226915968328321,0.0909869778721612,-2.49393895296911,0.0126334270167818,0.0712879985268227
"KANSL3",2281.68166625489,0.0135953173801234,0.0866403903391172,0.156916621992471,0.875310559688334,0.942749900737393
"LMAN2L",1261.24879932586,0.039751805990506,0.141170025277486,0.28158814813817,0.778259329033392,0.891769161925335
"RTKN",528.455351276365,0.493620853391267,0.254806998560879,1.93723428390579,0.0527167111969082,0.18675591966431
"TTL",1100.362366503,-0.122193121206403,0.127773754025407,-0.956324106921874,0.33890851423806,0.581368310323532
"IL1A",8.90301842561428,-0.591032085190469,0.504411593300194,-1.17172581487183,0.241307155248807,0.477205872045985
"CCL20",5.67224624277323,-1.7630056326786,0.509421403771665,-3.46080007558696,0.000538572621847596,0.00743236490592332
"PIKFYVE",985.092207340662,0.246153282461397,0.107941417927818,2.28043402789097,0.0225819593767234,0.106281563017425
"KCNIP3",1094.7849801005,-0.78974027559338,0.329317607360986,-2.39811130027947,0.0164798569000896,0.0858268798394072
"FAHD2A",930.754019841048,-0.222230813732226,0.154957059775692,-1.43414449173156,0.151531033543566,0.360401654463045
"NCL",18142.0433239642,0.0233899947318976,0.100415376595833,0.232932400642594,0.815813898278596,0.912580291319809
"ACTR1B",3278.22041093865,0.0408730413274612,0.112048917402237,0.364778547397597,0.715276719988296,0.857746827816621
"SLC35F5",4985.21727801237,0.13665035843884,0.161172280073114,0.847852734830395,0.396519989977635,0.63479357649942
"ZAP70",84.6221161283458,0.0163097825514587,0.379120670849005,0.0430200297834842,0.96568556717493,0.985239787814174
"ACTR3",7095.70541128931,0.00128532120199205,0.146887699116258,0.00875036650260791,0.993018306763094,0.996574046530378
"STEAP3",512.717459132427,-0.103829711311312,0.350172615937327,-0.296510082701313,0.766840568106464,0.885939129914199
"EPB41L5",451.372545431431,-0.0493772811011473,0.145161997627595,-0.340152945730479,0.733741351420559,0.868066686808319
"TFCP2L1",36.3845537304808,-0.131783410193314,0.376604254596964,-0.349925441852342,0.726394652829178,0.863544154367222
"SF3B6",2286.94923542867,-0.0279715751780991,0.116334334205396,-0.240441271007006,0.809988186781112,0.909525167703087
"TP53I3",336.618887361646,0.247505834634799,0.309200033481061,0.800471564793538,0.423437632031647,0.656948700436105
"DNAJC27",276.55517880849,-0.103999933926264,0.120542796763642,-0.862763572096188,0.388267471501316,0.627925318214641
"POMC",351.296416632425,1.99025075533536,0.493415012826959,4.03362423841235,5.49231209509861e-05,0.00129318248894986
"STAM2",998.524173556103,0.110058523339074,0.0978521050442234,1.12474354322101,0.26069772435521,0.499961496138447
"OTOF",148.981658007328,-0.431358751704403,0.389347741252033,-1.10790099954676,0.267904573882858,0.507333365648529
"GPD2",517.149040207205,-0.484046704425044,0.177106675154649,-2.73307995874449,0.00627450979946892,0.0436088240588096
"CENPA",161.143314781417,0.311044718026631,0.366481359059001,0.848732712695913,0.39603003910799,0.634409731328296
"CYTIP",91.9417729540278,-1.00217076736275,0.32540493168253,-3.0797651473226,0.00207163880253124,0.0201004954083436
