"","PROBEID","ID","p.value","statistic","logFC","avgExpr","logFCSE","sampleSize","pFDR"
"DIAPH1-AS1","16990381","DIAPH1-AS1",0.943811691090535,-0.0711370585809351,-0.011368260277778,3.04178181603846,0.167278826678626,26,0.980299345301928
"MX2","16922959","MX2",0.943813197621263,-0.071135147902516,-0.00957391988889,3.43401612738462,0.140879700411617,26,0.980299345301928
"MIR4470","17069359","MIR4470",0.943820379470389,-0.0711260394267938,-0.0111852639305567,3.18432653138462,0.164611616294188,26,0.980299345301928
"PKP3","16720139","PKP3",0.943854153688924,0.07108320490673,0.00626973593055347,4.43595464696154,0.092326233399542,26,0.980299345301928
"VRTN","16786454","VRTN",0.943905909008467,0.0710175659220416,0.0103697053749991,3.35326039607692,0.152842278515044,26,0.980299345301928
"INHA","16891403","INHA",0.943920174491643,0.0709994736959084,0.0385736339166645,6.92343239176923,0.568693538970173,26,0.980299345301928
"TMEM30B","16793644","TMEM30B",0.943955882339733,-0.0709541872553679,-0.0145693421111126,4.29152251111538,0.214933831484228,26,0.980299345301928
"SIGLEC17P","16864661","SIGLEC17P",0.944000544121411,0.0708975452103733,0.00916740449999898,2.50758504534615,0.135349939294654,26,0.980306816288652
"CHROMR","16888143","CHROMR",0.944113493293136,0.0707542991317989,0.0151908925694428,4.84351389034615,0.224736352610404,26,0.980365985142372
"LINC00459","16775214","LINC00459",0.944132461689052,0.070730242898291,0.00595615595833277,1.79799695953846,0.0881462377555675,26,0.980365985142372
"LOC729870","16980735","LOC729870",0.944246460990774,0.0705856667892807,0.00747405574999815,3.84251455996154,0.110836468680294,26,0.980445448264252
"CSTB","16926253","CSTB",0.944336318487558,-0.0704717088602146,-0.00879506383333784,9.89306150434615,0.130637259782716,26,0.980475953951941
"SHLD2","16706933","SHLD2",0.944354933627536,-0.070448101123388,-0.0202215612777801,5.57575738292308,0.300461105878791,26,0.980475953951941
"ANKRD46","17079633","ANKRD46",0.944388263092145,0.0704058327688506,0.0132140875972198,5.39789054188462,0.196458765537688,26,0.980475953951941
